months_as_customer,age,policy_number,policy_state,policy_csl,policy_deductible,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital_gains,capital_loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,policy_bind_date_year,policy_bind_date_month,policy_bind_date_day,incident_date_year,incident_date_month,incident_date_day,policy_to_incident_days,fraud_reported
174,33,179538,IN,250/500,2000,1124.43,0,477346,FEMALE,College,,paintball,own-child,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,northbrook,1916 elm st,14,3,YES,0,1,YES,44200,8840,4420,30940,saab,93,1995,2014,4,7,2015,1,16,284,0
19,29,789208,OH,250/500,500,1304.35,0,617267,MALE,JD,,,not-in-family,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NY,columbus,2289 weaver ridge,6,3,NO,0,2,NO,75400,11600,11600,52200,dodge,neon,2005,2002,10,12,2015,2,8,4502,1
83,24,265093,IN,500/1000,1000,1070.63,0,462106,FEMALE,High School,,,unmarried,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,arlington,9224 sky drive,0,3,NO,0,1,NO,61600,6160,12320,43120,honda,crv,2003,2006,1,1,2015,2,20,3337,0
285,43,171254,OH,100/300,2000,1512.58,0,452496,FEMALE,College,sale,paintball,other-relative,47600,0,Vehicle Theft,Rear Collision,Minor Damage,Police,SC,arlington,8718 apache lane,7,1,NO,1,1,NO,2520,280,280,1960,bmw,3 series,1997,1994,11,7,2015,1,13,7372,0
165,32,428230,IN,500/1000,500,1399.26,0,611586,FEMALE,High School,,exercise,own-child,70500,0,Parked Car,Rear Collision,Minor Damage,Police,PA,northbrook,1240 tree lane,9,1,NO,2,0,NO,3960,330,660,2970,bmw,m5,1998,2012,6,4,2015,2,8,979,0
211,35,682387,OH,100/300,2000,1221.22,0,451586,MALE,Masters,,camping,other-relative,76000,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,northbend,6408 weaver ridge,2,1,YES,0,1,NO,52030,9460,4730,37840,mercedes,e400,2008,1998,3,8,2015,1,21,6163,0
31,36,679370,IL,500/1000,2000,1318.24,9000000,601748,FEMALE,College,,kayaking,not-in-family,0,-78600,Parked Car,Rear Collision,Trivial Damage,nan,WV,arlington,5540 sky st,9,1,NO,0,1,YES,4700,940,470,3290,dodge,neon,2002,1999,8,15,2015,1,30,5647,0
390,51,143626,OH,250/500,2000,1124.38,0,618316,MALE,Associate,,reading,other-relative,0,0,Vehicle Theft,Rear Collision,Minor Damage,nan,VA,northbrook,4574 britain hwy,9,1,YES,1,1,YES,7080,1180,1180,4720,ford,f150,2001,1999,9,29,2015,2,24,5627,0
215,37,761189,IN,100/300,500,1632.93,0,614417,FEMALE,College,,golf,not-in-family,0,-42900,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,riverwood,7923 elm ave,7,3,NO,2,0,YES,57120,9520,4760,42840,mercedes,c300,2002,2002,12,28,2015,2,23,4440,0
446,61,338070,IN,500/1000,1000,1037.32,0,438837,FEMALE,High School,,skydiving,wife,0,-15700,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NC,hillsdale,5341 5th ave,1,3,NO,2,1,NO,80880,6740,13480,60660,nissan,ultima,2005,2006,1,25,2015,1,30,3292,0
219,43,731450,IN,100/300,1000,1483.25,0,465100,FEMALE,MD,,exercise,not-in-family,90700,-20800,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NC,riverwood,1135 solo lane,3,3,NO,1,1,NO,70680,5890,11780,53010,ford,fusion,2009,2010,12,29,2015,2,9,1503,0
120,34,312940,IN,500/1000,1000,1056.71,0,464630,FEMALE,JD,,paintball,not-in-family,77900,0,Parked Car,Rear Collision,Minor Damage,nan,VA,columbus,3805 lincoln hwy,3,1,NO,2,1,NO,3770,580,580,2610,jeep,grand cherokee,2002,2001,10,27,2015,1,20,4833,0
27,32,327856,OH,100/300,500,1008.38,0,472803,FEMALE,PhD,,yachting,other-relative,37900,0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,arlington,4239 weaver ave,11,1,NO,1,0,NO,61500,12300,6150,43050,dodge,neon,2013,2014,8,27,2015,2,1,158,0
265,45,985924,OH,250/500,500,972.5,0,469895,FEMALE,College,,,unmarried,0,0,Vehicle Theft,Rear Collision,Trivial Damage,nan,NC,springfield,6957 weaver drive,3,1,NO,2,3,NO,3190,290,580,2320,ford,escape,1995,1998,10,28,2015,1,19,5927,0
8,21,355085,IN,500/1000,500,1021.9,0,464237,MALE,High School,,hiking,husband,0,0,Single Vehicle Collision,Front Collision,Major Damage,Other,WV,columbus,6117 4th ave,21,1,NO,0,0,NO,91260,14040,14040,63180,toyota,corolla,2012,2012,10,9,2015,2,5,849,0
94,32,307195,IN,500/1000,1000,1414.74,0,464691,FEMALE,Masters,,hiking,own-child,0,0,Parked Car,Rear Collision,Minor Damage,nan,VA,riverwood,5418 britain ave,19,1,NO,1,3,NO,2400,300,300,1800,chevrolet,silverado,2014,1995,10,18,2015,2,22,7067,0
231,43,203250,IN,100/300,2000,1331.69,0,469653,FEMALE,Masters,,reading,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,northbend,6428 andromedia lane,12,1,NO,1,2,NO,66950,10300,10300,46350,chevrolet,malibu,2015,2010,4,22,2015,2,18,1763,0
440,61,212674,OH,250/500,500,1050.76,0,467942,MALE,PhD,,movie,wife,41500,-70200,Single Vehicle Collision,Side Collision,Major Damage,Fire,OH,riverwood,8821 elm st,21,1,NO,2,3,NO,53640,5960,5960,41720,nissan,maximum,2004,1992,9,1,2015,1,26,8182,1
175,39,892148,IN,500/1000,500,1359.36,5000000,450709,MALE,PhD,,hiking,husband,0,-43600,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,arlington,9103 mlk lane,9,3,YES,2,2,YES,71610,13020,6510,52080,toyota,highlander,2012,1995,3,29,2015,2,8,7256,1
102,32,783494,OH,100/300,500,1537.07,3000000,457733,MALE,JD,,chess,wife,0,0,Single Vehicle Collision,Side Collision,Total Loss,Other,OH,northbend,6515 oak lane,11,1,NO,1,0,NO,47400,9480,4740,33180,chevrolet,silverado,2004,2014,9,2,2015,2,4,155,1
315,44,206667,IL,250/500,1000,974.16,6000000,438328,FEMALE,Masters,sale,reading,other-relative,0,-56800,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,springfield,7576 pine ridge,12,3,NO,1,0,YES,26730,4860,4860,17010,volkswagen,jetta,2006,1993,5,5,2015,2,7,7948,0
158,33,509489,OH,100/300,1000,1744.64,3000000,432786,MALE,JD,,movie,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,springfield,1491 francis ridge,4,3,NO,0,1,NO,36400,3640,7280,25480,volkswagen,jetta,1998,2013,12,21,2015,2,7,413,0
128,35,437960,IN,250/500,1000,1074.99,0,453620,FEMALE,Associate,,,husband,0,-48800,Vehicle Theft,Rear Collision,Trivial Damage,Police,VA,columbus,3492 britain st,16,1,NO,2,0,NO,7590,1380,690,5520,accura,mdx,2012,2001,4,3,2015,1,2,5022,0
66,30,984456,IN,500/1000,500,484.67,0,608309,FEMALE,College,,paintball,wife,21100,-60800,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,arlington,2889 weaver st,2,3,NO,0,2,YES,65560,11920,11920,41720,volkswagen,passat,2015,2003,6,24,2015,1,24,4232,1
285,44,212580,IL,500/1000,1000,1594.45,0,452747,MALE,High School,,,husband,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NC,columbus,5812 3rd hwy,17,2,YES,2,3,NO,55680,6960,6960,41760,saab,95,2006,2014,7,5,2015,2,5,215,0
278,47,794951,IN,500/1000,500,1285.01,0,459630,MALE,Masters,,sleeping,not-in-family,0,-39800,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,hillsdale,5071 1st lane,21,1,NO,2,2,YES,58500,5850,5850,46800,toyota,camry,2010,2008,4,21,2015,2,2,2478,0
115,31,569714,OH,500/1000,1000,1051.67,0,479824,FEMALE,Associate,,,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,WV,riverwood,1472 4th drive,18,3,YES,0,3,NO,34160,0,4270,29890,audi,a5,2005,2005,12,4,2015,3,1,3374,1
108,31,148498,IN,250/500,2000,1112.04,6000000,472209,FEMALE,PhD,,,own-child,52800,-54300,Parked Car,Rear Collision,Minor Damage,nan,SC,arlington,7583 washington ave,5,1,NO,1,3,NO,4290,780,780,2730,volkswagen,passat,1998,2002,1,4,2015,1,13,4757,0
380,56,971338,OH,100/300,1000,1570.86,0,454685,MALE,MD,,,other-relative,66000,0,Single Vehicle Collision,Side Collision,Total Loss,Police,VA,northbend,3167 4th ridge,10,1,NO,0,1,YES,58160,7270,7270,43620,saab,95,1996,2004,11,4,2015,1,5,3714,1
253,41,228403,IN,100/300,1000,1435.09,0,471519,FEMALE,College,,,not-in-family,36600,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,northbrook,7069 4th hwy,17,1,NO,2,0,NO,56610,6290,6290,44030,chevrolet,tahoe,1995,2004,4,20,2015,1,11,3918,0
350,54,939905,OH,500/1000,500,1495.1,0,609374,MALE,College,,basketball,wife,50500,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,northbend,4154 lincoln hwy,15,3,NO,0,0,NO,93480,15580,7790,70110,chevrolet,malibu,2014,2013,10,31,2015,2,12,469,0
210,39,620020,OH,500/1000,1000,984.45,0,474998,MALE,Associate,,paintball,unmarried,0,0,Vehicle Theft,Rear Collision,Minor Damage,nan,NC,riverwood,4615 embaracadero ave,4,1,YES,1,2,NO,7800,780,780,6240,dodge,ram,1997,1997,6,21,2015,1,2,6404,0
2,20,480094,IN,500/1000,1000,1189.98,4000000,613327,FEMALE,High School,,golf,other-relative,0,-54700,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,columbus,1953 sky lane,22,1,NO,1,3,YES,48360,4030,8060,36270,audi,a5,2000,2003,3,9,2015,2,1,4347,0
222,39,378588,OH,500/1000,500,1757.87,0,458993,MALE,High School,,,not-in-family,71400,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,northbrook,1956 apache st,9,3,YES,2,1,NO,55000,5000,10000,40000,saab,93,1996,2004,2,29,2015,1,17,3975,1
461,57,737593,IL,100/300,500,865.33,7000000,615220,FEMALE,High School,,golf,own-child,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,hillsdale,5236 weaver drive,7,3,NO,0,1,NO,59040,9840,9840,39360,dodge,ram,1995,1997,12,19,2015,1,14,6235,0
122,34,985436,IL,250/500,500,1495.06,0,452249,FEMALE,Masters,,polo,unmarried,38100,-31400,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,PA,columbus,2733 texas drive,18,3,NO,2,0,YES,99990,18180,18180,63630,mercedes,e400,2011,2003,8,9,2015,1,7,4169,0
241,39,896890,IL,250/500,2000,1042.26,0,464107,MALE,JD,sale,kayaking,husband,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,northbend,5994 5th ave,21,3,NO,1,2,NO,19080,4240,2120,12720,saab,93,1995,1996,6,4,2015,1,31,6815,0
119,34,594783,IL,250/500,500,1299.18,0,463271,FEMALE,College,,hiking,wife,57100,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,OH,springfield,7393 washington st,7,1,YES,2,1,YES,45540,8280,8280,28980,honda,civic,1998,2011,12,30,2015,1,8,1105,1
246,39,354455,IN,250/500,1000,1416.08,0,612546,FEMALE,JD,,yachting,other-relative,0,-36600,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,northbrook,6684 solo lane,16,1,YES,0,3,NO,45180,5020,5020,35140,honda,crv,2004,2007,4,19,2015,1,27,2840,0
247,44,926665,OH,250/500,2000,1101.51,0,619108,FEMALE,College,,camping,not-in-family,64000,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,riverwood,9879 apache drive,22,3,NO,2,2,NO,69480,11580,11580,46320,chevrolet,tahoe,2008,1992,2,4,2015,2,11,8408,0
317,46,753844,IN,250/500,1000,1012.78,0,469126,MALE,MD,sale,yachting,other-relative,43700,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,WV,arlington,7877 3rd ridge,18,1,NO,2,1,NO,104610,19020,19020,66570,mercedes,ml350,1999,1999,7,22,2015,1,26,5667,1
310,48,439660,OH,100/300,1000,845.16,0,434342,FEMALE,Masters,,,other-relative,0,0,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,northbend,7066 texas ave,21,1,YES,1,0,NO,55170,6130,6130,42910,audi,a5,2005,2002,7,11,2015,2,25,4612,1
234,43,965187,OH,250/500,500,1257.04,0,448294,MALE,Associate,,reading,own-child,0,-48800,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,northbrook,7197 2nd drive,4,1,NO,2,2,YES,51600,10320,5160,36120,dodge,neon,2011,1990,3,26,2015,3,1,9106,0
265,41,626074,IN,250/500,2000,1724.46,6000000,432491,FEMALE,Associate,,sleeping,own-child,81800,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,northbend,1985 5th ave,18,3,NO,1,3,NO,44200,4420,4420,35360,audi,a5,2014,1997,9,29,2015,1,13,6315,0
190,35,284836,IN,250/500,500,1484.72,5000000,432699,FEMALE,High School,,golf,husband,0,0,Parked Car,Rear Collision,Trivial Damage,nan,NY,riverwood,5743 4th ridge,4,1,NO,0,1,NO,3840,640,320,2880,saab,92x,1998,2008,11,5,2015,2,2,2280,0
255,43,594988,IN,500/1000,500,984.02,0,472724,FEMALE,JD,,,unmarried,75800,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,columbus,5249 4th ave,14,2,NO,2,2,NO,74700,7470,14940,52290,nissan,maximum,2007,2007,5,6,2015,2,10,2837,1
409,57,538466,IN,100/300,1000,1191.8,6000000,435299,MALE,High School,,exercise,unmarried,55600,0,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,riverwood,6934 lincoln ave,19,1,NO,1,0,NO,73320,6110,12220,54990,ford,fusion,2012,1995,7,29,2015,1,6,7101,0
143,31,425631,IL,250/500,500,1163.83,0,604874,MALE,Associate,,movie,husband,37700,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,NC,arlington,7609 rock st,21,4,YES,2,0,NO,76120,6920,13840,55360,audi,a5,1999,2014,7,5,2015,2,21,231,0
41,25,564654,OH,100/300,1000,1004.14,0,459889,MALE,Masters,,sleeping,wife,35400,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NC,hillsdale,4242 rock lane,13,3,NO,1,3,NO,48000,9600,4800,33600,dodge,ram,1995,2003,7,16,2015,2,15,4232,0
428,53,328387,IL,100/300,1000,1496.44,0,616884,FEMALE,High School,,camping,unmarried,0,0,Parked Car,Rear Collision,Trivial Damage,Police,NC,springfield,2215 best ave,9,1,YES,2,2,NO,6930,630,1260,5040,honda,crv,2013,2014,5,6,2015,2,16,286,0
297,48,751612,IN,250/500,1000,1464.73,3000000,443861,MALE,PhD,,golf,other-relative,54900,-36700,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,arlington,8758 5th st,17,3,NO,0,0,NO,51480,5720,5720,40040,toyota,highlander,2013,2009,6,22,2015,1,25,2043,0
126,31,889003,OH,250/500,1000,1328.26,0,613921,MALE,Masters,sale,exercise,not-in-family,42300,-45800,Single Vehicle Collision,Front Collision,Total Loss,Police,WV,hillsdale,3447 solo ave,17,1,NO,1,1,NO,60840,13520,6760,40560,suburu,forrestor,2011,1996,8,18,2015,1,2,6711,0
194,39,627540,OH,500/1000,1000,1489.24,6000000,608335,FEMALE,JD,,kayaking,wife,0,-45000,Vehicle Theft,Rear Collision,Minor Damage,nan,SC,springfield,7877 sky lane,15,1,YES,2,2,YES,8060,1240,1240,5580,saab,95,2004,2010,5,21,2015,1,24,1709,0
80,27,143038,OH,500/1000,500,795.31,0,441923,MALE,JD,,skydiving,husband,0,-51000,Multi-vehicle Collision,Rear Collision,Major Damage,Police,OH,arlington,9719 4th lane,16,3,YES,1,3,NO,40810,3710,7420,29680,ford,f150,2000,2014,9,17,2015,2,12,148,1
273,47,602704,OH,500/1000,1000,1189.04,0,457843,FEMALE,Associate,,,own-child,59600,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,northbrook,5969 francis st,0,3,NO,1,3,NO,39800,7960,3980,27860,jeep,wrangler,2014,2011,9,27,2015,1,24,1215,0
406,58,756981,OH,250/500,2000,1117.04,0,605121,MALE,MD,,,own-child,0,-42700,Multi-vehicle Collision,Front Collision,Total Loss,Other,WV,northbend,7571 elm ridge,15,3,NO,1,2,NO,65520,10920,5460,49140,volkswagen,jetta,2009,2003,10,2,2015,1,1,4109,0
73,26,918777,IL,250/500,2000,1191.19,4000000,468813,MALE,MD,,basketball,not-in-family,29300,0,Multi-vehicle Collision,Rear Collision,Total Loss,Other,VA,northbrook,3653 elm drive,9,3,NO,0,1,YES,40160,5020,0,35140,chevrolet,tahoe,2003,2003,4,4,2015,2,12,4332,0
294,49,756870,IN,500/1000,500,1135.43,0,442604,MALE,Masters,,,own-child,22700,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,columbus,9633 mlk lane,23,3,YES,1,1,YES,42900,3900,3900,35100,chevrolet,malibu,2010,1996,1,26,2015,2,4,6949,0
241,39,485295,OH,250/500,1000,1260.56,0,473591,FEMALE,JD,,paintball,own-child,0,-54900,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,northbrook,3659 oak lane,20,3,NO,0,2,YES,37520,4690,4690,28140,jeep,wrangler,2010,2005,4,28,2015,2,22,3587,0
277,44,936543,IN,500/1000,500,1412.31,0,620737,MALE,High School,,,unmarried,0,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,NC,riverwood,5602 britain st,6,1,NO,1,3,NO,5000,1000,500,3500,jeep,wrangler,2005,2001,6,26,2015,2,1,4968,0
1,33,388616,OH,250/500,2000,1391.63,0,466390,MALE,Associate,sale,,husband,61200,0,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,columbus,8524 pine lane,23,1,YES,0,3,NO,69400,6940,6940,55520,mercedes,c300,2000,1995,12,6,2015,2,26,7022,0
189,36,967756,OH,250/500,2000,1388.58,0,459122,FEMALE,MD,,basketball,own-child,0,-49400,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,riverwood,2617 andromedia drive,17,3,NO,1,3,YES,79560,13260,13260,53040,ford,escape,2009,2007,4,28,2015,2,13,2848,0
100,33,507452,OH,250/500,500,1124.59,6000000,459428,MALE,College,,golf,not-in-family,67300,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NC,columbus,5058 4th lane,4,1,NO,1,2,NO,40800,6800,6800,27200,bmw,x5,2004,2005,4,17,2015,2,26,3602,0
3,29,276804,IL,100/300,500,995.7,5000000,615446,FEMALE,JD,,chess,unmarried,0,0,Parked Car,Rear Collision,Trivial Damage,Police,PA,springfield,1821 andromedia ridge,3,1,NO,2,1,NO,5000,500,1000,3500,mercedes,e400,2008,1992,11,27,2015,2,2,8102,1
150,30,354481,IN,100/300,1000,1342.02,0,608425,MALE,MD,,polo,own-child,0,0,Parked Car,Rear Collision,Trivial Damage,nan,VA,arlington,6317 best st,8,1,YES,0,2,NO,4500,450,450,3600,saab,93,1999,2004,11,17,2015,2,28,3755,0
107,26,261119,IL,500/1000,2000,932.14,0,612550,MALE,MD,sale,,own-child,40600,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,columbus,1273 rock lane,2,3,NO,2,3,NO,78650,14300,7150,57200,audi,a3,1996,1997,3,21,2015,1,10,6504,1
437,60,901083,OH,500/1000,1000,1269.64,0,602942,FEMALE,College,,,unmarried,48800,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,SC,riverwood,8954 apache lane,10,1,NO,1,3,NO,84480,7680,15360,61440,chevrolet,silverado,2012,1998,1,19,2015,2,14,6235,1
290,47,885789,IN,250/500,1000,1393.34,0,472922,MALE,High School,,,other-relative,0,-61400,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,northbend,4939 oak lane,20,3,YES,1,3,YES,56160,6240,12480,37440,audi,a5,2002,2008,7,21,2015,1,15,2369,0
207,42,918629,IL,250/500,2000,1322.78,0,453277,MALE,PhD,,yachting,own-child,55200,0,Parked Car,Rear Collision,Trivial Damage,nan,WV,springfield,5260 francis drive,9,1,NO,0,1,NO,5900,590,590,4720,bmw,x5,2007,2000,10,3,2015,2,28,5261,0
56,42,655356,IL,250/500,500,1339.39,0,471786,FEMALE,Associate,,chess,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,columbus,3929 elm ave,13,1,NO,1,2,YES,61490,11180,11180,39130,bmw,x5,1998,1996,7,7,2015,2,25,6807,0
339,48,290971,OH,100/300,500,1698.51,0,444378,MALE,JD,,dancing,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,hillsdale,7574 4th st,18,3,NO,2,1,NO,51840,8640,8640,34560,volkswagen,jetta,2001,2005,10,10,2015,2,10,3410,0
296,42,586104,IN,250/500,2000,1219.27,0,466970,MALE,Associate,,paintball,husband,53100,-63400,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,columbus,1267 francis hwy,9,3,YES,1,2,NO,64080,7120,7120,49840,saab,93,2012,2003,3,16,2015,2,16,4355,0
184,38,215534,IL,250/500,1000,1437.53,0,437889,FEMALE,College,,chess,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,PA,northbrook,5201 texas hwy,6,3,NO,0,2,NO,53730,11940,5970,35820,dodge,ram,2013,1994,9,12,2015,2,2,7448,1
129,30,150181,IL,500/1000,2000,927.23,0,450730,FEMALE,PhD,sale,,husband,51500,0,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,hillsdale,9245 weaver ridge,7,1,NO,1,3,NO,74360,13520,6760,54080,suburu,forrestor,2009,2007,5,6,2015,1,13,2809,0
155,34,914815,IN,100/300,500,1706.79,0,462479,MALE,Masters,,dancing,other-relative,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,OH,hillsdale,9706 mlk lane,1,1,NO,1,1,YES,77040,8560,8560,59920,honda,civic,1998,1990,9,27,2015,1,7,8868,0
247,39,419954,IL,100/300,500,806.31,0,602177,FEMALE,College,,dancing,wife,0,0,Parked Car,Rear Collision,Trivial Damage,Police,SC,northbend,5279 pine ridge,3,1,NO,2,3,NO,3300,600,0,2700,dodge,ram,2003,1993,12,7,2015,2,25,7750,0
84,32,979336,IL,500/1000,500,1694.09,7000000,603732,FEMALE,Associate,,,husband,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,northbend,1546 cherokee ave,0,1,YES,0,2,NO,57240,4770,9540,42930,bmw,x6,1995,2001,3,4,2015,1,30,5080,1
405,57,676255,IN,500/1000,1000,1132.47,4000000,434293,MALE,MD,,exercise,other-relative,46300,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,northbend,3841 washington lane,21,3,NO,2,3,NO,61440,10240,10240,40960,saab,93,2008,1999,12,28,2015,1,8,5490,0
116,34,616337,IN,250/500,500,1737.66,0,470577,MALE,Associate,,chess,unmarried,0,-24100,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,northbrook,5719 2nd lane,1,1,NO,1,1,NO,97080,16180,16180,64720,bmw,x5,2001,2012,8,30,2015,1,1,854,1
440,57,648852,IL,100/300,1000,995.55,5000000,604948,MALE,College,,paintball,wife,51500,-52100,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,arlington,6668 andromedia ridge,19,3,YES,0,3,NO,68200,12400,12400,43400,jeep,wrangler,2007,2007,3,15,2015,2,2,2881,1
75,27,143924,OH,100/300,1000,1141.1,0,468515,MALE,JD,,movie,other-relative,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,hillsdale,3618 maple lane,15,2,NO,0,1,YES,71640,5970,11940,53730,toyota,highlander,2008,1993,12,10,2015,2,28,7750,0
286,41,710741,IL,100/300,500,1106.77,0,603320,FEMALE,College,,golf,other-relative,45500,-62500,Parked Car,Rear Collision,Trivial Damage,Police,WV,columbus,7447 lincoln ridge,3,1,NO,2,0,NO,5000,500,500,4000,dodge,ram,2003,2001,9,12,2015,2,26,4915,0
96,27,633090,IL,100/300,1000,1631.1,0,437323,FEMALE,High School,,exercise,wife,0,0,Parked Car,Rear Collision,Trivial Damage,Police,WV,arlington,7780 flute lane,4,1,NO,1,2,NO,6030,670,670,4690,nissan,pathfinder,2007,2009,2,17,2015,1,23,2166,0
266,46,246705,OH,250/500,500,1270.02,0,456600,FEMALE,Associate,,skydiving,own-child,0,-45800,Parked Car,Rear Collision,Minor Damage,Police,NC,northbrook,4232 britain ridge,5,1,NO,1,2,NO,2160,480,240,1440,toyota,corolla,2004,1990,3,14,2015,1,8,9066,0
180,33,113464,IN,500/1000,2000,1005.47,0,441871,FEMALE,JD,,hiking,own-child,58100,-49000,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,VA,columbus,6435 texas ave,12,4,NO,2,3,YES,57700,11540,5770,40390,jeep,grand cherokee,2002,2009,4,19,2015,2,15,2128,0
412,56,728600,IL,250/500,500,1042.56,0,616767,MALE,High School,,yachting,own-child,0,-66100,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,springfield,6058 andromedia hwy,19,3,NO,0,2,NO,68040,15120,7560,45360,suburu,forrestor,1997,2002,8,15,2015,1,20,4541,0
279,43,168151,OH,500/1000,2000,1281.25,0,463583,MALE,Associate,,,other-relative,0,0,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,columbus,7859 4th ridge,13,1,YES,0,1,NO,57690,6410,12820,38460,mercedes,c300,2010,1995,4,24,2015,1,17,7208,1
107,31,154982,IL,500/1000,2000,1374.22,0,470603,FEMALE,PhD,,,other-relative,62000,-63100,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,hillsdale,8118 elm ridge,16,1,NO,0,3,NO,51260,9320,9320,32620,suburu,legacy,2002,1991,2,13,2015,2,26,8779,0
65,27,538955,IN,100/300,1000,1164.97,0,477695,FEMALE,College,,exercise,wife,43000,-42500,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,arlington,7135 flute lane,17,1,NO,1,2,YES,42840,3570,7140,32130,chevrolet,silverado,2004,2001,9,29,2015,1,17,4858,0
215,42,519312,OH,500/1000,500,1848.81,0,435489,MALE,JD,,,own-child,0,-49000,Multi-vehicle Collision,Front Collision,Major Damage,Fire,WV,northbend,2457 washington ave,20,3,YES,2,2,YES,68520,11420,5710,51390,suburu,legacy,2003,2008,10,28,2015,2,6,2292,1
189,39,804751,OH,250/500,2000,838.02,0,450702,FEMALE,College,,movie,own-child,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,VA,northbrook,1818 tree st,7,3,NO,2,0,YES,64400,6440,6440,51520,dodge,neon,1997,1997,9,11,2015,2,13,6364,0
75,27,831053,IN,250/500,1000,1202.75,0,602289,MALE,High School,,,not-in-family,57900,-90100,Multi-vehicle Collision,Front Collision,Minor Damage,Police,SC,northbrook,9911 britain lane,23,3,NO,0,2,YES,79560,6630,13260,59670,volkswagen,passat,2003,1992,8,5,2015,1,21,8204,0
